Date,Workout,Uwagi
2023-02-23,"Rowing: 5k, time: 23.33, SPM 16
BE: 3x10 slowly down
afternoon:
FSQ: 20x1x10, 40x1x5, 60x1x5, 65x5x5
SS: 10x4x6",
2023-02-24,"RDL: 40x1x10, 80x1x10, 120x1x5
DL: 127x5x8
ankle mob
P.StepUp: 5x10",
2023-02-25,"KB; PR 22 (1+2+3)x7 L/R  
KB, SW 32x5x20
ankle mob
elbow reha
sled 16x10 +55kg","Faild at last rep, left hand KB, PR"
2023-02-26,"SS: 10x4x8
PoliquineStepUp: 5x10
JC: 20x1x5, 30x1x5, 40x1x5
ankle mob",
2023-02-27,"PU: 10x1x5, 20x5x5, 10x1x10
WC: 10x5x15
BE: 10x5 slowly down
SS: 10x3x10",
2023-02-28,"Rowing: 5k, time: 22.32, SPM 16
JC: 20x1x5, 30x1x5, 40x1x5, 45x1x5",
2023-03-01,"RDL:  40x1x10, 80x1x5, 120x1x5
DL: 160x1x3
DL knee: 175x3x3
FC: 5x1min/ 1min +2x24kg
SS: 10x3x10",
2023-03-02,"PU: 10x1x5, 20x1x5, 27.5x5x5
WC: 10x2x15, 12.5x3x10
PSU (Poliquine Step up) 5x10",
2023-03-02,"FSQ: 20x1x10, 40x1x5, 60x1x5,  65x5x5","65x5x5 dosc latwo poszlo, wiec pewnie next week zwiekszam ciezar"
2023-03-02,"BE: 5x10
PSU: 5x10",
2023-03-05,"KB, PR 22 (1+2+3)x8 L/R
elbow reha
ankle mob
DH 90 sek
KB, SW 32x3x20",DH b. latwo. 
2023-03-05,"RDL: 20x1x10, 40x1x10, 80x1x10
DL: 120x1x3, 135x5x8
SS: 4x10","2 trening dzis. DL w sumie latwo poszly i w dodatku sie pomylilem. mialo byc 132x5x8, a zalozylem 135. Next week robie 137x5x8"
2023-03-06,"PU> 10x1x5, 20x5x5, 10x1x10
WC. 12.5x7x12
SGM 20x1x10, 30x1x10, 40x3x10
SS: 10x3x10
Rowing:5k, time 22.46, SPM 16
FC 4x1min / 1min +2x24kg","czulem sie zmeczony po wczorajszych DL, glownie uklad nerwowy i w ciele w sumie tez. Glownie nogi. Zmeczenie ukladu nerwowego diagnozuje w FC, przynajmiej taka mam fantazje/hipoteze"
2023-03-08,"RDL: 20x1x10, 70x1x10
DL: 110x1x5, 140x1x3
DL knee: 160x1x3, 177.5x2x3, 170x1x3
DL paused: 120x1x5, 110x2x5
SS: 10x3x8
PU: 10x1x5, 20x1x3
WC: 10x4x15",Mega zmeczony po niedzieli i dotychczasowym tygodniu. Jestem na kursie pythona. i nie probowalem nawet dzwiga wiecej.
2023-03-11,"KB; PR 22 (1+2+3)x 6
PSU_ 5x10
elbow reha
SGM 20x2x10, 30x2x10
sled 20x10m + 50kg","Niby mialo byc dzis 9 serii KB, PR, ale jestem w trakcie zaziebienia i czulem sie tak sobie"
2023-03-12,"DL: 90x2x5, 110x15, 137.5x5x8
SS: 4x10
Back Ext Loaded: 20x1x8, 30x2x8, 40x1x8, 70x2x1
WC: 12.5x4x10
Tib raises: 3x20",
2023-03-12,FC: 5x1min/1min +2x24 ,to zapomnialem w ostatnim treningu
2023-03-13,"PU: 10x1x5, 20x5x5
WC: 12.5x6x12
ankle mob
tib raises: 20x4
SS: 10x4x8
JC: 20x1x5, 30x1x5, 40x1x5",
2023-03-14,"FSQ: 20x1x10, 40x1x5, 60x1x5, 65x5x5
JC: 20x1x10, 30x2x10, 40x3x10
Tib Raises: 20x5
ankle mob
KB; PR: 16x1x3, 20kg (1+2+3+4+5)x2",
2023-03-14,"Rowing: 5k, time: 23.14, SPM 16 +3min break + 2k, time: 9.21, SPM 16","2 trening dzis. nie chcialem za duzo wioslowac, gdyz jutro ciezkie ciagi do kolan"
2023-03-16,"DL: 20x1x10, 70x1x10, 110x1x15, 140x1x3, 170x1x1x1
DL up to the knees: 177.5x1x2 170x2x3 ","Mialem robic 177.5x3x3, ale w 1 serii przed 3 ruchem zaczalem krwawic z nosa, wiec musialem przerwac. Caly czas sie czuje, jakbym nie wyszedl w pelni z przeziebienia jeszcze. i trening ten robilem wczoraj."
2023-03-16,"PU: 10x1x5, 20x1x5, 30x3x5, 25x2x5
WC: 12.5 6x12
SS: 3x10
Tib Raises: 4x20",
2023-03-19,"DL: 70x1x10, 110x1x5, 140x5x8
FC: 5x1min / 1min +2x24kg
SS: 4x10 +2x10kg
Tab Raises: 5x20
WC: 12.5x4x10
BE: 5x10 slowly down","DL 140x5x8 w sumie poszly dosc latwo. Tak samo FC 5x1min +2x24 czuje, ze moge dodac kolejna minute."
2023-03-20,"FSQ: 20x1x10, 40x1x5, 601x5, 70x4x3
KB; PR: 20x(1+2+3+4+5)x 3 L/R 
JC: 20x1x5, 30x1x5, 40x3x5",w FSQ czułem zmeczenie po wczorajszych DL i nie weszlo mi wiecej. w PR tez ostatnie na lewa reke nie poszlo.
2023-03-20,"PU: 10x1x5, 20x6x5
WC: 12.5x6x10
ankle mob
Tab Raises: 3x20",2 trening dzis
2023-03-21,"SGM:  20x1x10, 30x1x10, 40x3x10
Tib Raises: 5x20
ankle mob: 5x1min
Poliquine SU: 5x15
DH: 1.5 min
WC: 15x4x10",
2023-03-21,"Rowing: 5k, time: 22.28, SPM 15","Drugi trening dzis. nie chcialem za duzo cisnac, gdyz jutro ciezkie martwe"
2023-03-23,"RDL: 20x1x10, 70x1x10
DL: 110x1x5, 140x1x3, 160x1x1
DL knees: 177.5x2x3, 177.5x1x1","wczorajszy trening. Mialo byc 177.5x3x3, ale nie poszlo. To jednak za duzy ciezar na ten moment dla mnie, zeby nim robic taka objetosc. Bede robil dalej do kolan DL, ale pewnie do 175kg i moze na wiecej powtorzen."
2023-03-23,"PU: 10x1x5, 20x3x5, 25x3x5
WC: 15x6x10
SS: 10x4x10
Tib Raises: 20x5
ankle mob: 2x2min
PSU: 15x2",Wymeczony bylem po wczoraj i dzisiejszym dniu.
2023-03-25,"KB, PR: 20 (1+2+3+4+5)x4 L/R
BE: 4x10 slowly down
SS: 10x4x10",
2023-03-26,"RDL> 20x1x10, 40x1x10, 80x1x5
DL: 120x1x5, 145x5x5
JC: 20x1x5, 30x1x5, 40x2x5
PSU: 15x4 LR
TR: 20x5",
2023-03-27,"Rowing: 5k, time:22.31, SPM 16",poranny trening. wieczorem pewnie PU
2023-03-27,"PU: 10x1x5, 20x2x5, 25x5x5, 15x1x10
WC: 15x6x10
SS: 4x10 +2x10kg
TR: 4x20",
2023-03-30,"RDL: 20x1x10, 70x1x10
DL: 110x1x5, 140x1x5,
DL up to knees: 170x4x3
RDL 90x4x10","wczorajszy trening. DL up to knees poszlo i nie bylo strasznie ciezko. Bede powoli dokladal, ale na dzis 177.5x3x3 wydaje sie za duzo. Moze za pare tygodni wejdzie. "
2023-03-30,"PU: 10x1x5, 20x5x5
WC: 15x6x10
SS: 10x3x10
PSU: 15x3",
2023-04-01,"KB, PR: 22 (1+2+3)x5 L/R
KB, SW 32x5x20
elbow reha
PSU 4x10
DH: 1.5min
JC: 20x1x5, 30x1x5, 40x2x5
sled: 20x10m +40kg, 10x10m +60kg",
2023-04-02,"RDL: 20x1x10, 40x1x10, 80x1x10
DL: 120x1x5, 150x5x5
RDL: 115x4x6
SS: 4x10 +2x10kg
TR: 4x20
ankle mob: 2x10",
2023-04-03,"Rowing: 10k, time: 47.19, SPM 16
FC: 6x1min/1min +2x24kg
PSU: 5x15",Morning session
2023-04-03,"PU: 10x1x5, 20x1x5, 27.5x5x5
WC: 15x6x10",2 wieczora sesja.
2023-04-04,"FSQ: 20x1x10, 40x1x5, 60x6x5
WC 12.5x6x15",morning session
2023-04-04,"Rowing: 5k, time: 22.52, SPM 15, + 5min cool-down
TR: 4x20
SS: 4x10 +2x10kg
BE: 5x10 slowly down",evening session
2023-04-05,"RDL: 20x1x10, 40x1x10, 80x1x5
DL: 120x1x5, 160x1x3
DL: knees: 170x5x3
RDL: 120x4x5
PSU: 4x15",morning session. 170 w DL czułem b. dobrze. Nie bylo ciezko
2023-04-05,"Rowing: 5k, time: 22.53, SPM 16
PU: 10x1x5, 20x6x5
WC:12.5x6x5",evening session. PU z 20kg dosc latwo szlo.
2023-04-06,"Rowing 5k, time 22.42, SPM 17, +5min cool down","Od poczatku kwietnia mierze cisnienie i mialem w grnicach > 150/90, a dzis rano po raz pierwszy w obu ramionach ok. 120/80. czyzby zasluga cardio tak szybko?"
2023-04-07,"FSQ: 20x1x10, 40x1x5, 60x2x5, 70x3x5
SGM: 20x1x10, 30x1x10, 40x3x10
Rowing: 5k, time: 23.08, SPM 16 + 5min cool down
SS: 3x10 +2x10kg
TB: 3x20", 
2023-04-08,"KB; PR: 22 (1+2+3)x7 L/R
PU: 6x15
DH: 1.5 min
KB; SW: 32x5x20
sled 20x10m +60kg
JC: 20x1x5, 30x1x5, 40x2x5",
2023-04-08,"RDL:  20x1x10, 40x1x10
DL: 120x1x5, 140x1x3, 155x5x5
Rowing: 5k, time: 23.15, SPM 16 + 5min cool down","evening session. W DL w koncu czulem posladki i mialem wrazenie, ze samo napiecie ciala makes the bar go up. DL poszly w sumie dosc latwo. zobaczymy, jak za tydzien ze 160."
2023-04-10,"Rowing: 5k, time: 22.43, SPM 16; + 5min cool down
PU: 10x1x5, 20x6x5
WC: 15x6x10
TR: 5x20
SS: 3x10 +2x10kg",
2023-04-11,"FSQ: 20x1x10, 40x1x5, 60x6x5
SGM: 20x1x10, 30x1x10, 40x1x10, 50x2x10",morning session
2023-04-11,"Rowing: 10k, time: 46.46, SPM 17; +5min cool-down
PSU: 5x15",evening session. Po treningu cisnienie ok 126/77!!!
2023-04-12,"RDL:20x1x10, 40x1x10, 80x1x5
DL: 120x1x5, 160x1x3
DL knees 172x4x3
DL: 120x4x5 paused
FC: 6x1min / 1min break +2x24kg",DL z 172 byl ok. nie byl ciezki bardzo. FC tez ok.
2023-04-12,"PU: 10x1x5, 20x1x5, 30x1x3, 40x1x4, 27.5x5x5
WC: 15x6x12
Rowing: 5k, time. 22.43, SPM 18",Niespodziewany max w PU. Tak tylko chcialem dac nowy bodziec organizmowi. I mialem ochote na ERG i 5k weszlo fajnie.
2023-04-13,"Rowing: 10k, time: 47.41, SPM 16; +10min cool-down
SS:3x8 +2x10kg",nogi zmeczone jeszcze po srodowych DL. ale po 1h cardio cisnienie krwi b. dobre: ok 120/80
2023-04-14,"FSQ: 20x1x10, 40x1x5, 60x1x5, 65x5x5
SGM: 20x1x10, 30x1x10, 40x1x10, 50x2x10, 40x1x10
TR: 20x5","FSQ latwo poszly. ciekawe, czy to wplyw wioslowania w ostatnim czasie, czy po prostu adaptacja organizmu."
2023-04-15,"RDL: 20x1x10, 40x1x10
DL: 80x1x5, 120x1x5, 160x5x5","160 x5x5 w koncu poszlo i nie bylo strasznie ciezko. Jest roznica, gdy czuje, ze w ruch angazuje posladki!"
2023-04-16,"Rowing: 5k, time:23.40, SPM 16; +5min cool-down
SS: 4x10 +2x10kg
TR: 5x20",
2023-04-17,"Rowing: 10k, time: 46.47, SPM 17; + 10 min cool-down",morning session
2023-04-17,"PU: 10x1x5, 20x6x5
WC: 15x6x12",evening session
2023-04-19,"RDL:  20x1x10, 40x1x10, 80x1x5
DL: 120x1x5, 160x1x3
DL knees 170x1x2
FC: 7x1min / 1min; +2x24kg
JC: 20x2x10, 30x2x10",Fatalnie spalem i mialem stiatica promieniowanie od wczoraj. trening nie poszedl.moze musze zrobic deload.
2023-04-20,"Rowing: 5k, time: 23.03, SPM 17 + 5k, t: 23.02, SPM 18 + 10 min cool-down",wczorajszy trening
2023-04-20,"PU: 10x1x5, 20x1x5, 25x5x5
WC: 15x6x10
SS: 4x10; +2x10kg
TR: 5x20
JC: 20x1x5, 30x2x5",
2023-04-22,"KB, PR: 22 (1+2+3) x 8 L/R
ankle mob
elbow reha
PSU: 6x10
DH: 1.5 min
KB, SW 32x5x10

evening:
Rowing:
- 5k, time: 22.57, SPM 16
- 5k, time: 22.49, SPM 16
- 10 min cool-down",
2023-04-23,"RDL: 20x1x15, 40x1x10, 80x1x10
DL: 120x1x5, 140x1x3, 165x3x3",165 DL poszly w sumie b. latwo. Jednak przez aktywne posladki DL wchodza zdecydowanie latwiej.
2023-04-24,"Rowing:
- 5k, time: 22.41, SPM 16
- 5k, time: 22.23, SPM 17
- cool down - 10 min
JC 20x1x5, 30x3x5",morning session
2023-04-25,"PU: 10x1x5, 20x7x5
WC: 15x8x10",wczorajszy wieczorny trening
2023-04-26,"FSQ: 20x1x10, 40x1x5, 60x3x, 70x1x5, 70x1x2
SGM: 20x1x10, 30x1x10, 40x2x10",wczorajszy trening
2023-04-26,"RDL: 20x1x15, 40x1x10, 80x1x10, 120x1x5
DL: 160x1x3, 175x4x3 knees
FC: 8x1min / 1 min, +2x24kg
TR: 5x20
SS: 5x8, +2x10kg, from the floor.",
2023-04-26,"Rowing:
- 5k, time: 22.49, SPM 16
- 5k, time. 22.37, SPM 16
- 10 min, cool-down
JC: 20x1x5, 30x1x5, 40x2x5",evning session
2023-04-27,"PU: 10x1x5, 20x1x5, 27.5x5x5
WC: 17.5x6x5
SS: 3x8, +2x10kg, from the floor",
2023-05-07,"RDL: 20x1x12, 40x1x10, 80x1x10, 120x1x5
DL: 160x3x5
RDL: 120x1x10
SS: 3x8, +2x10kg",
2023-05-08,"Rowing:
- 5k, time: 22.50, SPM 16
- 5k, time: 22.30, SPM 16
- 10 min cool-down
JC: 20x1x5, 30x2x5, 40x2x5",
2023-05-08,"PU: 10x2x5, 20x5x5
WC: 17.5x5x10, 10x1x15",
2023-05-10,"Rowing:
- 5k, time: 22.40, SPM 16
- 5k, time: 22.26, SPM 17
- cool-down 5min
- TR: 5x20
- ankle mob 1x2min",
2023-05-10,"RDL: 20x1x15, 40x1x10, 80x1x10, 120x1x5
DL: 160x1x3
DL knees: 170x5x3
FC: 7x1min/1min, +2x24kg
PSU: 5x15",
2023-05-11,"FSQ: 20x1x10, 40x1x5, 60x1x5, 70x5x5
SGM: 20x1x10, 30x1x10, 40x3x10
SS: 4x8, +2x10kg", 
2023-05-11,"PU: 10x1x5, 20x1x5, 25x5x5
WC: 17.5x6x10
JC: 20x1x5, 30x1x5, 40x3x5
PSU: 4x15",
2023-05-12,"Rowing:
- 5k, time: 22.41, SPM 16
- 5k, time: 22.21, SPM 17
- 10 min cool-down",
2023-05-13,"Morning: 
- KB, PR 22 (1+2+3) x 8 , L/R
- PSU: 5x15
- elbow reha
- DH 1.5 min
- sled 25x10m +50kg
- KB, SW 32x5x20
- JC: 20x1x5, 30x1x5,40x2x5
evening:
- RDL: 20x1x15, 40x1x10, 80x1x10, 120x1x5
- DL: 150x1x1, 165x3x3
- SS: 3x8, +2x10kg, L/R, 2x5 +2x10kg R",
2023-05-15,"Morning session: Rowing:
- 5k, time: 22.28, SPM 16
- 5k, time: 22.05, SPM 17
- 10 min cool-down","przy drugiej 5k zszedlem prawie do 22 min, mimo, ze nie cisnalem bardzo. niezle!"
2023-05-15,"PU: 10x1x5, 20x5x5
WC: 17.5x6x5",evening session
2023-05-16,"FSQ: 20x1x10, 40x1x5, 60x1x5, 70x5x5
SGM: 20x1x10, 30x1x10, 40x4x10
SS: 3x10, +2x10kg","morning session. We FSQ limituje mnie mobilnosc, a nie brak sily. Sztanga zsuwa mi sie  ramion."
2023-05-16,"Rowing: 
- 5k, time: 22.25, SPM 16
- 5k, time: 22.12, SPM 17
- 5min cool-down",zmeczony dosc bylem po porannym treningu
2023-05-19,"RDL: 60x1x10, 110x1x5
DL: 140x1x3, 160x1x1
DL knee: 175x4x3",trening z 16 V. dosc latwo poszlo!
2023-05-19,"PU: 10x1x5, 20x1x5, 30x4x5
WC: 17.5x5x10
SS: 4x10, +2x10kg",trening z 17 V
2023-05-20,"Rowing:
- 5k, time: 22.17, SPM 15
- 5k, time. 21.51, SPM 17",
2023-05-21,"RDL: 20x1x15, 60x1x10, 100x1x5
DL: 140x1x5, 170x3x3
sled: 22x10m, +60kg
KB, PR: 22 (1+2+32)x10 L/R
PSU: 5x15, 5x10
KB, SW: 32x3x20
DH: 1min","DL ze 170 łatwo poszły. Next week w koncu powinno sie udac 175x3x3. KB; PR z 22kg tez w koncu zrobilem 60 ruchow w treningu. Dosc dlugo mi to zajelo z przerwami, ale jestem zadowolony.
"
2023-05-22,"Morning session>
Rowing:
-5k, time: 22.24, SPM 16
- 5k, time; 22.13, SPM 16
- 5 min cool down
FC: 8x1min / 1 min; +2x24kg
Evening:
PU: 10x1x5, 20x6x5
WC: 17.5x5x10
JC: 20x1x5, 30x1x5, 40x3x5",
2023-05-23,"FSQ: 20x1x10, 40x1x5, 60x1x5, 70x1x5, 70x2x3, 65x3x5
SGM: 20x1x10, 30x1x10, 40x2x10
SS: 2x10, +2x10kg",
2023-05-24,"RDL: 20x1x10, 40x1x10, 80x1x10, 120x1x5
DL: 160x1x3
DL knees: 180x3x1, 180x2x2
DL paused: 140x2x5
Rowing: 
- 5k, time: 22.19, SPM 16
- 5 min cool-down",
2023-05-24,"PU: 10x1x5, 20x1x5, 30x5x5
WC: 17.5x6x10
SS: 3x10, +2x10kg
TR: 5x20",evening session. PU z 30kg poszly dosc latwo. 
2023-05-26,"Rowing:
- 5k, time: 22.09, SPM 16
- 5k, time: 22.55, SPM 16",mega bylem spompowany po wczorajszym warsztacie i całym tygodniu.
2023-05-28,"RDL:  20x1x15, 60x1x10, 110x1x5
DL: 150x1x3, 175x3x3
KB, PR: 22 (1+2+3+4)x3 L/R
elbow reha
PSU 3x15
DH: 1.5 min
sled: 20x10m, +50kg
KB, SW 32x5x20",DL: 175x3x3 w sumie dosc łatwo poszly. KB; SW tez jakas adaptacja nastapila. Prawie nie mialem zadyszki
2023-05-29,"PU: 10x1x5, 20x5x7
WC: 17.5x6x10
SS: 5x8, +2x10kg",PU 20x5x7 w sumie dosc łatwo poszły. To był 2 trening w tym dniu.
2023-05-30,"FSQ: 20x1x10, 40x1x5, 60x1x5, 70x5x5
SS: 3x8, +2x10kg
SGM: 20x1x10, 30x3x10",FSQ 70x5x5 wyjatkowo latwo. Juz przy zdejmowaniu sztangi z rack-a czulem sie pewnie i silnie Zadziwiajace! To byla ranna sesja.
2023-05-30,"PSU: 5x15, L+R
Rowing: 5k, time: 22.14, SPM 16
ankle mob",evening session
2023-05-31,"RDL: 20x1x15, 40x1x10, 80x1x10, 120x1x5
DL: 160x1x3
DL knees: 180x3x3
DL paused: 140x2x5
RDL: 120x2x10
FC: 1min/1min x8, +2x24kg",DL knees ze 180 dosc latwo poszlo!
2023-06-01,"Rowing:
- 5k, time: 22.16, SPM 16
- 5k, time: 22.27, SPM 17
- 5min cool-down",
2023-06-04,"KB; PR 22 (1+2+3+4)x3, L/R
elbow reha
PSU: 4x15
DH: 1.5min
KB, SW: 32x5x20
sled: 20x10m, +60kg","ostatnie 4ruchy w 2 seriach KB, PR mi nie weszly. Ostatnia 3 ruchy w serii zorbilem 21kg"
2023-06-04,"RDL: 20x1x15, 40x1x10, 80x1x10, 120x1x5
DL: 160x1x3, 180x2x3, 160x1x5
TR: 5x20
SS: 4x8, +2x10kg
deep squat, heel raised: 1x2min
weighted deep squat, heel raised: 1x3min","w DL 180x2x3 w sumie poszlo dosc latwo, wiec jest sila. niedlugo bede atakowal 200kg"
2023-06-06,"rowing:
- 5k, time: 22.36, SPM 17
- 5k, time: 22.26, SPM 17
evening:
PU: 10x1x5, 20x1x5, 30x5x5
WC: 15x6x12
SS: 3x8, +2x10kg
Deep squat: 1x2min",wczorajszy trening
2023-06-06,"FSQ: 20x1x10, 50x1x5, 70x5x5
SS: 3x8, +2x10kg
SGM:: 20x1x10, 30x1x10, 40x2x10","FSQ dosc dobrze poszly. W pierwszej serii tylko nadgarstki czulem, potem juz wszystko ok. Sila w nogach jest i korpus tez silny."
2023-06-07,"Rowing:
- 5k, time: 22.33, SPM 16
- 5k, time: 22.25, SPM 16
- 5min cool-down
FC: 8x1min/1min, +2x10kg
evening session:
RDL: 20x1x15, 40x1x10, 80x1x10, 120x1x5
DL: 160x1x3
DL knees: 180x1x1, 190x2x2
deep squat: 1x3min
weighted DS: 1x5min","DL knees ze 190x2x2 poszly b. dobrze. Jest sila. Ostatni ruch juz ciezej, ale w sumie ok. Technicznie tez dobrze, wiec dobra perspektywa na 200kg."
2023-06-08,"PU: 10x1x5, 20x5x7
WC: 15x6x12
deep SQ: 5x2-3min
JC: 20x1x5, 30x1x5, 40x2x5
SS: 2x8, +2x10kg
SS wedge: 2x5, +2x10kg",
2023-06-12,"RDL: 20x1x10, 40x1x10, 80x1x10, 120x1x5
DL: 160x1x3, 180x1x1, 200x1x1, 140x1x5
Rowing:
- 5k, time: 21.56, SPM 17
- 5k, time: 22.39, SPM 16
deep SQ: 1x5min
evening:
PU: 10x1x5, 20x1x5, 30x5x5
WC: 17.5x6x10
SS: 3x8, +2x10kg","DL 200x1x1 poszlo dosc latwo. Pewnie by poszlo nawet 210, ale nie ma pospiechu. Technika byla ok. Plecy trzymaly."
2023-06-14,"SGM 20x1x10, 30x1x10, 40x2x10
FSQ: 20x1x10, 50x1x5, 70x5x5
SS:3x8, +2x10kg
evening:
PU: 10x1x5, 20x5x7
WC: 15x6x12
PSU: 3x15
TR: 4x20
SS wedge: 5x5, +2x10kg
JC: 20x1x10",
2023-06-15,"Rowing:
- 5k, time: 22.25, SPM 17
- 5k, time: 22.54, SPM 16",
2023-06-16,"FSQ: 20x1x10, 50x1x5, 70x5x5
SS: 3x8, +2x10kg","2 raz w tym tygodniu FSQ. Dobrze poszly. W SS tez czuje, ze prawa noga sie poprawia i zaczyna byc podobnie, jak w lewej."
2023-06-18,"KB, PR: 20 (1+2+3+4+5)x5 L/R
elbow reha
PSU 5x15
DL: 60x1x10, 110x1x5, 140x1x3, 160x3x3
sled: 20x10m, +55kg
deepSQ, weighted: 1x5min",wczorajszy trening. bylem zmeczony po calym tygodniu.
2023-06-19,"Rowing:
- 5k, time: 22.27, SPM 16
- 5k, time: 22.11, SPM 16
JC: 20x1x5, 30x3x5
SS wedge: 2x5, +2x10kg
deep SQ: 1x5min",wczorajszy trening
2023-06-19,"PU: 10x1x5, 20x1x5, 30x5x5
WC: 15x6x12
SS: 4x8, +2x10kg
DSQ: 1x5min",SS juz duzo lepiej. mobilnosc prawej nogi sie poprawila. DSQ tez juz duzo bardziej komfortowo.
2023-06-20,"FSQ: 20x1x10, 50x1x5, 70x5x5
SGM: 20x1x10, 30x1x10, 40x2x10, 50x1x10
SS: 2x10, +2x10kg","FSQ dosc latwo poszły, SS tez coraz lepiej. mobilnosc w prawej nodze coraz lepsza i sie wyrownuje z lewa."
2023-06-22,"Rowing:
- 5k, time: 22.38, SPM 16
- 5k, time: 22.37, SPM 16
FC: 8x1min/1min,  +2x24kg
evening:
RDL: 40x1x10, 80x1x10, 120x1x5
DL: 160x1x3, 180x1x5, 160x1x5
SSwedge: 3x5
DSQ: 2x5min",
2023-06-22,"FSQ: 20x1x10, 50x1x5, 60x1x5, 75x5x3
SS: 3x8, +2x10kg",morning session. FSQ z 75kg w sumie dobrze poszly
2023-06-23,"Rowing:
- 5k, time: 22.03, SPM 16
PU: 10x1x5, 20x4x7
WC: 15x5x12
DSQ: 1x7min", 
2023-07-03,"Rowing: 5k, time: 21.36, SPM 16
RDL: 40x1x10, 80x1x10, 120x4x5
DSQ: 1x4min",
2023-07-10,"Rowing:
- 5k, time: 22.20
- 5k, time: 22.30
DSQ 1x5min","morning session. Po 2 tygodniach przerwy Rowing w sumie dobrze poszedl. Wyswietlacz w ERG sie popsul i nie znam SPM, ale pewnie ok 16 bylo."
2023-07-11,"PU: 10x1x5, 20x5x5
WC:15x6x12
RDL: 20x1x10, 4,0x1x10, 80x1x10, 120x1x5
DL: 160x2x5
DSQ: 1x5min","wczorajszy trening. wieczorny. Czulem, ze 2 tygodniowa przerwa sprawila, ze ciezko mi sie cwiczylo."
2023-07-13,"Rowing:
- 5k, time: 22.18
- 5k, time: 22.40
FC: 6x1min/1min +2x24kg
PSU: 4x15
DSQ: 1x5min

evening:
PU: 10x1x5, 20x5x5
WC: 15x5x12
RDL 40x1x10, 80x1x10, 120x1x5
DL 160x2x5, 120x1x5
DSQ: 1x5min",wczorajszy trening to byl
2023-07-14,"FSQ: 20x1x10, 40x1x5, 60x5x5
GM: 20x3x10
evening:
SS: 4x8, +2x10kg
JC: 20x2x5, 30x3x5
DSQ: 1x6min
Rowing: 2k, time: 8.38",
2023-07-14,"Rowing:
- 5k, time: 22.27
- 5k, time: 22.38",morning session
2023-07-15,"PU: 10x1x5, 20x1x5, 25x5x5
BE: 3x10, slowly down
DSQ: 1x5min","wczorajszy, evening session"
2023-07-15,"KB, PR: 20 (1+2+3+4+5)x 5 
PSU: 4x15
KB, SN 20x5x10
JC: 20x1x5, 30x1x5"," KB, PR ostatnie ruchy w 5 serii nie weszly w R, L"
2023-07-16,"FC: 8x1min/1min, +2x24kg
sled: 30x10, +40kg
KB, SW: 32x10x10, on a minute", 
2023-07-18,"PU: 10x1x5, 20x1x5, 25x5x5, 20x1x10
WC: 15x4x12, 17.5x2x10
SS: 4x8, +2x10kg",wczorajszy trening
2023-07-18,"FSQ: 20x1x10, 40x1x5, 60x5x4
SGM: 20x1x10, 30x2x10, 40x2x10
SS: 4x5, +2x10kg","troche czulem lewe kolano przy FSQ i do tego jestem w trakcie glodowki, wiec nie robilem 5x5"
2023-07-19,"Rowing: 
5k, time 23.38",wczorajszy trening
2023-07-19,"RDL: 20x1x0, 4,0x1x10
DL: 80x1x5, 100x1x5
DSQ 1x5min",jestem na zdecydowanie mniejszych obrotach. w trakcie 3 dnia glodowki.
